"","municipio","codEstacao","Dia","PrecD"
"1","ABARÉ","290020701C","01",0
"2","ABARÉ","290020701C","02",0
"3","ABARÉ","290020701C","03",0
"4","ABARÉ","290020701C","04",0
"5","ABARÉ","290020701C","05",0
"6","ABARÉ","290020701C","06",0
"7","ABARÉ","290020701C","07",0
"8","ABARÉ","290020701C","08",0
"9","ABARÉ","290020701C","09",0
"10","ABARÉ","290020701C","10",0
"11","ABARÉ","290020701C","11",0
"12","ABARÉ","290020701C","12",0
"13","ABARÉ","290020701C","13",0
"14","ABARÉ","290020701C","14",0
"15","ABARÉ","290020701C","15",0
"16","ABARÉ","290020701C","16",0
"17","ABARÉ","290020701C","17",0
"18","ABARÉ","290020701C","18",0
"19","ABARÉ","290020701C","19",0
"20","ABARÉ","290020701C","20",0
"21","ABARÉ","290020701C","21",0
"22","ABARÉ","290020701C","22",0
"23","ABARÉ","290020701C","23",0
"24","ABARÉ","290020701C","24",0
"25","ABARÉ","290020701C","25",0
"26","ABARÉ","290020701C","26",0
"27","ABARÉ","290020701C","27",0
"28","ABARÉ","290020701C","28",0
"29","ABARÉ","290020701C","29",0
"30","ABARÉ","290020701C","30",0
"31","ABARÉ","290020701C","31",0
"32","ABAÍRA","290010801C","01",0
"33","ABAÍRA","290010801C","02",6.2
"34","ABAÍRA","290010801C","03",0
"35","ABAÍRA","290010801C","04",1.6
"36","ABAÍRA","290010801C","05",0
"37","ABAÍRA","290010801C","06",0
"38","ABAÍRA","290010801C","07",0
"39","ABAÍRA","290010801C","08",0
"40","ABAÍRA","290010801C","09",0
"41","ABAÍRA","290010801C","10",0
"42","ABAÍRA","290010801C","11",0
"43","ABAÍRA","290010801C","12",0
"44","ABAÍRA","290010801C","13",1.8
"45","ABAÍRA","290010801C","14",0
"46","ABAÍRA","290010801C","15",0.8
"47","ABAÍRA","290010801C","16",0
"48","ABAÍRA","290010801C","17",0
"49","ABAÍRA","290010801C","18",0
"50","ABAÍRA","290010801C","19",0
"51","ABAÍRA","290010801C","20",0
"52","ABAÍRA","290010801C","21",0
"53","ABAÍRA","290010801C","22",0
"54","ABAÍRA","290010801C","23",0.4
"55","ABAÍRA","290010801C","24",10.4
"56","ABAÍRA","290010801C","25",0
"57","ABAÍRA","290010801C","26",0.2
"58","ABAÍRA","290010801C","27",1.8
"59","ABAÍRA","290010801C","28",0.4
"60","ABAÍRA","290010801C","29",1.2
"61","ABAÍRA","290010801C","30",0.2
"62","ABAÍRA","290010801C","31",0
"63","ADUSTINA","290035501C","01",0.4
"64","ADUSTINA","290035501C","02",0
"65","ADUSTINA","290035501C","03",0
"66","ADUSTINA","290035501C","04",0.6
"67","ADUSTINA","290035501C","05",0
"68","ADUSTINA","290035501C","06",0
"69","ADUSTINA","290035501C","07",22.2
"70","ADUSTINA","290035501C","08",0.2
"71","ADUSTINA","290035501C","09",0
"72","ADUSTINA","290035501C","10",0
"73","ADUSTINA","290035501C","11",0
"74","ADUSTINA","290035501C","12",0
"75","ADUSTINA","290035501C","13",0
"76","ADUSTINA","290035501C","14",0
"77","ADUSTINA","290035501C","15",0
"78","ADUSTINA","290035501C","16",0
"79","ADUSTINA","290035501C","17",0
"80","ADUSTINA","290035501C","18",0.8
"81","ADUSTINA","290035501C","19",0
"82","ADUSTINA","290035501C","20",0
"83","ADUSTINA","290035501C","21",0
"84","ADUSTINA","290035501C","22",0
"85","ADUSTINA","290035501C","23",0
"86","ADUSTINA","290035501C","24",2
"87","ADUSTINA","290035501C","25",0
"88","ADUSTINA","290035501C","26",0
"89","ADUSTINA","290035501C","27",0
"90","ADUSTINA","290035501C","28",0.4
"91","ADUSTINA","290035501C","29",0
"92","ADUSTINA","290035501C","30",1.4
"93","ADUSTINA","290035501C","31",0
"94","AMARGOSA","290100701C","01",0
"95","AMARGOSA","290100701C","02",4.6
"96","AMARGOSA","290100701C","03",0.4
"97","AMARGOSA","290100701C","04",5.6
"98","AMARGOSA","290100701C","05",11.6
"99","AMARGOSA","290100701C","06",2.4
"100","AMARGOSA","290100701C","07",0.6
"101","AMARGOSA","290100701C","08",1.2
"102","AMARGOSA","290100701C","09",0
"103","AMARGOSA","290100701C","10",0
"104","AMARGOSA","290100701C","11",0
"105","AMARGOSA","290100701C","12",0
"106","AMARGOSA","290100701C","13",0
"107","AMARGOSA","290100701C","14",9.6
"108","AMARGOSA","290100701C","15",6.6
"109","AMARGOSA","290100701C","16",5.8
"110","AMARGOSA","290100701C","17",1.4
"111","AMARGOSA","290100701C","18",0
"112","AMARGOSA","290100701C","19",4.8
"113","AMARGOSA","290100701C","20",0
"114","AMARGOSA","290100701C","21",0.2
"115","AMARGOSA","290100701C","22",3.2
"116","AMARGOSA","290100701C","23",5.4
"117","AMARGOSA","290100701C","24",0.4
"118","AMARGOSA","290100701C","25",15.6
"119","AMARGOSA","290100701C","26",4.2
"120","AMARGOSA","290100701C","27",0.2
"121","AMARGOSA","290100701C","28",4.4
"122","AMARGOSA","290100701C","29",4.2
"123","AMARGOSA","290100701C","30",0.2
"124","AMARGOSA","290100701C","31",0
